Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	WM_LossMean	WM_LossStd	StopIter	Time
46	288.02072	58.273754	452.7977	216.50923	176.0	103.81385	31.957678	124.75795	-12.816051	188000	-3.3974648e-09	320.52155	-0.009992794	-169.26709	0.8194809	0.0150471	0.25425	1.4620500648021697	0.1624571254562197	6.0	484.77588391304016
47	300.69153	52.618008	465.8794	237.2508	175.95454	103.00727	29.205248	124.20505	17.218988	192000	-1.4305115e-09	76.50497	-0.011059502	-44.326088	0.819859	0.016272586	0.221	1.4991094624996186	0.18765277549538778	5.0	495.0251533985138
48	300.12894	40.017376	445.99442	258.7797	173.08696	104.62903	30.518635	124.02634	16.68192	196000	-9.536743e-09	34.8113	-0.05296979	-4.6924305	0.8189017	0.013432777	0.25425	1.4157334101200103	0.17835145167212405	79.0	505.35537576675415
49	280.22296	41.820763	371.30826	198.02423	156.04	103.61349	31.086098	124.12281	16.340752	200000	-1.1920929e-09	40.679466	-0.012203994	-5.7539864	0.8119739	0.017877389	0.212	1.4360012435913085	0.16767305700378643	5.0	515.3748819828033
50	277.12762	19.531786	316.0996	241.33978	150.34616	101.95207	31.984673	124.681435	16.008762	204000	-1.3113022e-08	34.82917	-0.035366267	-8.7948	0.8114139	0.015216269	0.16525	1.3837297666072845	0.16406800632398696	26.0	525.8621027469635
51	275.81015	42.334076	328.0044	85.80762	157.92	102.88502	34.467144	125.89241	-12.557716	208000	1.2040139e-08	218.1925	-0.009968125	-180.5201	0.81053555	0.02077261	0.256	1.3955318158864976	0.18137048071529893	5.0	535.861524105072
52	291.9451	28.968575	373.76956	239.4083	173.08696	97.7195	37.552444	126.641136	-12.704482	212000	4.7683715e-09	82.55236	-0.043388586	-36.07873	0.80961084	0.015099094	0.2745	1.3091407024860382	0.14550229724343666	69.0	546.5518314838409
53	292.9289	29.417028	380.09958	260.525	161.29167	105.03531	31.609856	127.25286	15.755476	216000	7.1525574e-10	47.305046	-0.012264396	-24.675098	0.79907584	0.016250746	0.284	1.3577542227506638	0.18300112781038552	6.0	556.9467599391937
54	295.29993	33.912357	377.1962	241.21739	165.20833	106.99641	32.21972	127.48545	15.341029	220000	-2.2649764e-09	51.726326	-0.044402104	-9.241356	0.7991759	0.015071245	0.21275	1.3381858676671983	0.18197471608802396	39.0	567.0303862094879
55	313.2558	78.252625	581.19836	248.12598	189.5238	102.75795	35.17515	127.34455	-11.693253	224000	-1.1444092e-08	252.10704	-0.037796065	-135.51868	0.7953414	0.015193537	0.244	1.300948560833931	0.14480085987698776	42.0	577.5491564273834
