Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	WM_LossMean	WM_LossStd	StopIter	Time
0	18.510672	15.2259865	107.68058	6.2509027	17.825893	0.11797906	0.09432949	0.4662836	-0.24475655	4000	-2.3841857e-09	337.79303	-0.022434162	-135.2387	0.91893864	0.0151457405	0.177	0.5904810136184097	0.5942095638142437	3.0	10.401657342910767
1	35.648403	33.63246	249.19907	6.127142	27.444445	8.08361	0.86581427	8.669146	-0.30600616	8000	5.9604643e-10	1015.11115	-0.016097523	-234.81464	0.91857415	0.019465128	0.21925	0.057276960629969835	0.01712703970690178	6.0	20.06027603149414
2	98.962715	62.905052	239.07738	6.8422046	56.140846	16.043774	0.29705784	16.123446	9.360583	12000	-5.1259996e-09	3006.7168	-0.020396644	-670.79443	0.91885346	0.009523328	0.1285	0.04824103970080614	0.011631617831219642	79.0	29.93558931350708
3	131.65327	58.33488	228.89828	16.931265	67.965515	25.317495	0.039857656	25.32821	24.087584	16000	-3.5762786e-09	3079.8726	-0.018406129	-563.2871	0.9196192	0.007977961	0.09075	0.04334931550547481	0.009863901896129876	79.0	40.06695604324341
4	155.72931	62.88337	264.67203	17.18874	75.53846	32.761814	0.009866997	32.765278	32.522	20000	1.013279e-09	3480.3457	-0.018851906	-560.77026	0.9130332	0.0072573577	0.11125	0.04147357316687703	0.0091909525731487	79.0	50.72430062294006
5	179.31334	55.432785	223.07759	55.75896	83.041664	39.696808	0.004750074	39.69852	39.589886	24000	-5.722046e-09	3472.4602	-0.015897863	-519.4536	0.9030635	0.005922192	0.08875	0.04391626665368676	0.009506585566479077	79.0	61.310274839401245
6	197.42516	33.11425	236.24878	76.51098	89.88636	46.132843	0.0030453089	46.133957	46.092968	28000	2.861023e-09	3111.433	-0.0141595425	-434.36597	0.90058225	0.00889406	0.06825	0.04367514504119754	0.00895227978831297	79.0	71.95046544075012
7	206.61295	23.449856	229.54141	89.806145	92.93023	51.92865	0.0030497345	51.929546	51.865566	32000	-1.1920929e-09	2890.7207	-0.014545712	-369.54785	0.8958505	0.00612556	0.0775	0.03896120531484484	0.00810219914590089	79.0	82.47930097579956
8	201.20346	35.087154	231.15889	63.72597	92.30232	57.245453	0.002296296	57.24625	57.215977	36000	1.4305115e-09	2425.6794	-0.0060174954	-248.32788	0.91217047	0.016738072	0.13875	0.035888826753944156	0.008219406205006758	4.0	92.36503767967224
9	194.96666	33.691463	229.62053	85.80483	87.888885	61.666313	0.002420363	61.667034	61.61611	40000	-1.3113022e-09	2092.871	-0.016386205	-179.04065	0.9119317	0.007817956	0.0865	0.033679476734250785	0.006388729623345793	79.0	102.82763648033142
10	210.20981	13.80993	233.82567	168.19919	92.5814	65.47124	0.00267287	65.47191	65.39515	44000	-3.3378602e-09	2142.0298	-0.012909247	-191.04529	0.91496843	0.0066595282	0.06675	0.03130244350060821	0.00682939666967598	79.0	113.45471668243408
11	213.32874	8.149664	234.11702	188.91855	94.190475	69.42398	0.0015868682	69.42446	69.38685	48000	-8.702278e-09	1977.2695	-0.013561395	-151.96753	0.9072829	0.008471324	0.086	0.03227020736783743	0.007293773602484309	79.0	123.89356184005737
12	210.13841	12.766071	229.57951	178.85245	93.09524	73.03828	0.0014160053	73.0387	73.01379	52000	4.529953e-09	1841.0194	-0.012439794	-112.27966	0.9233457	0.0062204637	0.0885	0.029699394889175893	0.005608002930682321	79.0	134.34806299209595
13	215.06657	12.773394	236.33432	174.29405	95.243904	76.21022	0.0012072945	76.21059	76.19016	56000	-1.5497208e-09	1821.115	-0.013018562	-94.47266	0.9395188	0.006000085	0.06825	0.02942788515239954	0.0058957090162400794	79.0	144.700918674469
14	216.35696	13.266338	254.10286	171.42165	96.268295	79.168686	0.0011666392	79.169014	79.13755	60000	-1.192093e-10	1682.7523	-0.01557655	-60.084595	0.9367495	0.007881777	0.09525	0.029395404402166606	0.00611746156410755	79.0	155.07514882087708
15	215.57727	17.724653	241.80833	138.06645	97.0	81.601364	0.0010380276	81.60166	81.585625	64000	4.2915342e-09	1629.4739	-0.0058355434	-34.98181	0.9253206	0.015826134	0.156	0.02819456737488508	0.005501294046473418	5.0	165.13216519355774
16	222.20483	10.507367	240.05034	176.65993	98.225	83.50658	0.0010554794	83.506836	83.48175	68000	-5.4836273e-09	1686.2856	-0.015356913	-45.162598	0.92520237	0.008714959	0.08175	0.02645092351362109	0.00508612315201134	79.0	175.4383749961853
17	222.52815	7.802137	239.85287	207.59364	97.975	85.675125	0.0011220005	85.67535	85.63407	72000	2.861023e-09	1649.4423	-0.017495727	-35.896362	0.93533415	0.0079563	0.1135	0.02536186220124364	0.005151103781539002	79.0	185.88394904136658
18	220.2814	27.448702	240.70271	57.5392	97.675	87.67906	0.0006221787	87.67924	87.67057	76000	6.6757204e-09	1691.0762	-0.017815543	-23.759766	0.94367975	0.008481129	0.10225	0.02397932980209589	0.005518171975827473	79.0	196.2914776802063
19	222.66533	16.052858	244.68375	134.3026	99.175	89.35446	0.0008225756	89.35465	89.32963	80000	7.867813e-09	1614.993	-0.015378479	-9.419678	0.93799615	0.0069827777	0.07825	0.022972980719059705	0.004289742890122545	79.0	206.6893310546875
20	220.97417	16.120174	235.20209	155.80888	98.475	90.45326	0.00063347444	90.45344	90.4396	84000	2.6226044e-09	1570.1035	-0.018057218	-5.6480713	0.9357248	0.006606379	0.085	0.022930606668815016	0.004463967608200222	79.0	217.1224241256714
21	217.40465	22.560587	237.23474	90.78597	97.53658	91.311165	0.00059207896	91.31133	91.29854	88000	1.6689301e-09	1581.3215	-0.015689395	-0.8133545	0.94094175	0.00871581	0.0885	0.023211247539147734	0.004796813400892024	79.0	227.492577791214
22	226.47157	4.8684793	237.41914	212.34319	100.69231	91.66686	0.00053998304	91.66701	91.65473	92000	2.6226044e-09	1652.0374	-0.014488496	-6.4400635	0.9440221	0.00744387	0.08975	0.02306306223385036	0.0052148659327616535	79.0	237.8405876159668
23	217.52649	27.692118	238.82283	62.782413	97.51219	92.58592	0.00057707704	92.58607	92.574524	96000	1.4305115e-09	1611.541	-0.013003685	-0.10461426	0.95423365	0.011672093	0.09075	0.021400040993466974	0.004101433514316058	79.0	248.11237454414368
24	217.47578	18.250607	234.95503	140.25323	98.15	92.75825	0.0004935652	92.75838	92.748024	100000	2.7418137e-09	1605.3925	-0.018303104	-0.0009765625	0.95474494	0.01043871	0.09325	0.020815242351964115	0.004311607026846959	79.0	258.43015360832214
25	217.35445	32.112247	240.29967	64.95992	97.95	92.75391	0.0004803133	92.754036	92.745895	104000	-1.1920929e-09	1685.1758	-0.018232934	-0.3746338	0.95943886	0.011915334	0.1085	0.020902912383899092	0.004009374800706296	79.0	268.86425280570984
26	220.21762	26.408308	235.93874	61.392597	98.25	92.98747	0.0005447478	92.9876	92.96747	108000	-2.8014182e-09	1643.9712	-0.01573148	-1.0350342	0.9492484	0.0109581575	0.085	0.020695723090320826	0.003551675570811057	79.0	278.9195444583893
27	222.32837	10.05673	234.97289	170.50572	99.5	93.39788	0.00047042823	93.39801	93.38237	112000	2.503395e-09	1613.6687	-0.017003665	-0.020996094	0.96237624	0.008625474	0.09075	0.01961499416269362	0.004077423525236777	79.0	289.09421730041504
28	214.31888	31.274597	240.973	103.52003	96.07317	93.477066	0.00055024796	93.47718	93.45299	116000	-2.4437905e-09	1640.9344	-0.018313114	-0.26220703	0.959451	0.010027401	0.08075	0.01922549305483699	0.003658992467295345	79.0	299.25532841682434
29	218.85284	25.11852	253.11209	102.28172	97.46342	93.26887	0.00040350226	93.26899	93.26274	120000	-5.9604643e-10	1637.8533	-0.017229814	-0.037353516	0.9780586	0.008814264	0.08175	0.02079534207470715	0.004435320550326458	79.0	309.09877848625183
30	220.92766	16.72608	236.22173	156.89253	98.0	93.34004	0.0003574127	93.34015	93.33247	124000	1.1920929e-09	1631.217	-0.01935317	-1.3950195	0.9813295	0.009757715	0.09525	0.01987318425439298	0.004873782992078153	79.0	319.03057861328125
31	219.85547	21.81065	235.15254	90.346344	97.875	93.85103	0.0009088173	93.85116	93.80776	128000	1.952052e-09	1650.0055	-0.015492121	-0.5974121	0.99215204	0.008706184	0.07825	0.020266459099948408	0.0043174239244291	79.0	328.9824233055115
32	225.0759	7.0833235	238.54788	209.22023	99.55	94.21353	0.00041032516	94.21363	94.20541	132000	-2.3841857e-09	1609.0913	-0.016300267	-0.4868164	1.0082167	0.006341959	0.097	0.01935530574992299	0.0041234246266749364	79.0	338.81882333755493
33	221.95366	21.293987	242.79057	105.04053	97.9	94.54014	0.00053661526	94.540245	94.52379	136000	4.6491624e-09	1654.1237	-0.021095408	-1.1912842	1.0215893	0.015083846	0.11775	0.018691707151010633	0.003725156475789022	72.0	348.7851126194
34	216.00735	29.752296	240.16977	94.1279	96.731705	95.052086	0.0008047514	95.052246	95.03246	140000	7.1525574e-10	1649.5243	-0.016340904	-960.645	1.0208699	0.008051267	0.086	0.020525836646556855	0.004624774689438797	79.0	360.35502648353577
35	218.64957	19.739948	249.75789	121.36128	98.05	79.78872	24.79979	97.08279	-50.242603	144000	-1.0490417e-08	652.1313	-0.018805929	-275.13733	1.040405	0.015083358	0.124	0.020736935110762716	0.004067416210957302	58.0	372.1109082698822
36	217.92027	16.365984	239.64853	156.31047	97.02439	83.68017	28.321968	102.94565	-51.548386	148000	-7.390976e-09	387.77744	-0.019025322	-111.17331	1.039948	0.0108759375	0.1205	0.020710365921258925	0.004482037034507721	79.0	383.22963404655457
37	223.1271	11.308665	245.77025	197.68141	98.8	84.71645	30.912823	107.5547	11.20981	152000	-2.1457671e-09	278.13315	-0.021644916	-87.95746	1.0413653	0.010899875	0.12325	0.02099426350556314	0.0054166065384642515	79.0	393.4613423347473
38	227.9436	15.000876	250.18785	156.34195	101.25641	86.62353	33.384388	111.69826	-2.3563805	156000	6.198883e-09	262.61795	-0.018759131	-66.95264	1.0215824	0.009237619	0.10675	0.02242486105300486	0.005077392103460929	79.0	403.87462401390076
39	232.19498	9.341835	252.34668	210.26053	103.710526	88.33386	34.9688	115.44718	-11.239653	160000	2.771616e-09	171.4912	-0.019918513	-50.934814	1.0254955	0.01260692	0.131	0.02013663448393345	0.005446570115140299	79.0	413.95224261283875
