Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	WM_LossMean	WM_LossStd	StopIter	Time
57	693.63696	54.297108	791.0387	598.65857	215.5	214.27591	67.20813	255.76852	3.328435	232000	5.3644182e-09	213.11665	-0.0028987648	-35.887787	0.8072639	0.017634265	0.20375	0.04240069799125194	0.014607513665615466	3.0	599.609344959259
58	1080.448	515.84125	2477.5576	764.3063	342.9	232.89362	54.862423	257.02576	7.5550685	236000	5.6028364e-09	1364.7949	-0.0076266103	-192.30359	0.8074912	0.015738457	0.16025	0.04952660523355007	0.01920588064512652	12.0	609.8268840312958
59	863.7548	184.79822	1328.0188	644.2848	265.33334	228.84412	62.86565	261.98157	2.0717134	240000	-3.0398368e-09	700.2456	-0.020939423	-162.50165	0.8057932	0.009726738	0.13975	0.04783940466120839	0.014083270979825696	79.0	620.3905069828033
60	769.2899	102.23364	990.1014	598.2645	235.625	225.13925	67.3715	266.03842	0.114831924	244000	1.4901161e-10	441.7283	-0.022208236	-67.13974	0.800636	0.009173008	0.10575	0.04855576870962977	0.014850861504498044	79.0	631.0323460102081
61	795.2308	114.93154	1056.437	673.0662	243.0625	223.09154	71.614075	268.17032	0.47920132	248000	3.5762787e-10	379.4985	-0.022558792	-79.67554	0.798736	0.0060105645	0.14475	0.04833635313436389	0.015737883059341654	79.0	642.0650925636292
62	760.18524	126.07355	1017.4465	415.77875	234.52942	228.71362	69.064865	269.8182	-0.70679665	252000	5.9604646e-09	857.3254	-0.020770213	-179.12909	0.7823765	0.009413152	0.13775	0.04717245515435934	0.01534660471493984	79.0	652.7276475429535
63	770.8982	126.52031	1216.7325	671.46326	233.82353	221.49854	71.46055	270.1372	4.031826	256000	3.0994416e-09	352.2252	-0.019970408	-120.1315	0.78296715	0.0021693164	0.1175	0.047278506122529505	0.014038689272278129	79.0	663.3179590702057
64	791.13245	56.674854	889.639	674.39984	238.9375	228.38097	70.33566	271.3337	2.2255044	260000	-6.7949295e-09	229.28055	-0.019763531	-29.3497	0.77271223	0.008394617	0.1105	0.0439113275334239	0.013078875507969196	79.0	674.6587553024292
65	806.8447	61.05627	918.8986	699.12317	245.625	229.79791	71.27764	272.8476	7.3496046	264000	-5.841255e-09	215.81161	-0.018621966	-18.882568	0.76967424	0.009995833	0.11775	0.04250061767175794	0.01332452550797047	79.0	686.5169718265533
66	823.1626	83.819954	982.51135	658.9287	248.6875	231.87328	71.01038	273.9001	-0.60006475	268000	-9.536744e-10	251.30661	-0.022099905	-27.100311	0.7519528	0.008461982	0.14425	0.04285622606053949	0.014564992315256422	79.0	697.1310348510742
67	783.87744	114.07329	1043.8518	657.52655	238.75	232.99496	70.3351	275.6719	-2.225471	272000	-4.053116e-09	249.09927	-0.023311738	-29.064346	0.725553	0.010459466	0.147	0.04137411018833518	0.014507822064472882	79.0	707.8140277862549
68	761.72363	180.04968	1005.871	186.0315	232.70589	230.7863	72.17987	275.81573	7.3506594	276000	-8.881092e-09	1053.7203	-0.0017256167	-66.89105	0.71589357	0.015051899	0.23475	0.03955923218280077	0.012325414119241011	3.0	718.222615480423
69	1123.9653	469.38364	2514.019	824.3288	353.81818	247.43774	59.901405	275.23248	4.2456427	280000	-3.8146974e-09	1218.1414	-0.018126566	-26.437134	0.7153775	0.008177504	0.1335	0.04287287613376975	0.01416929005586081	79.0	728.992030620575
70	921.9069	111.25397	1260.6929	782.2193	277.85715	240.97337	66.57278	275.97348	4.301922	284000	-3.9339065e-09	1175.6677	-0.017945997	-23.377441	0.70032555	0.0078850435	0.11925	0.04276335585862398	0.015107377986093557	79.0	740.2467069625854
71	988.01697	133.99385	1200.4965	805.2144	296.6154	244.51273	65.95557	277.8376	0.8366928	288000	4.708767e-09	457.7692	-0.020592775	-91.618286	0.7004541	0.011873609	0.132	0.04512902919203043	0.013165361840937542	79.0	750.749890089035
72	908.0822	182.25568	1275.6959	506.55435	275.2143	244.77007	67.703735	282.3018	5.4562945	292000	-5.722046e-09	831.1012	-0.0203327	-151.14886	0.6965442	0.0065601873	0.1265	0.04123253209516406	0.012338126978174059	79.0	761.3448390960693
73	971.6803	185.21582	1388.6564	687.51154	291.84616	245.60565	69.501274	284.3471	3.0692043	296000	-1.6689301e-09	450.06046	-0.02524856	-77.28583	0.6837141	0.0091919685	0.1655	0.044906798470765355	0.014560932705481807	79.0	771.9588801860809
74	921.80725	122.27559	1164.6925	730.06384	275.64285	245.37798	72.33722	287.54495	-1.0890508	300000	4.529953e-09	275.14178	-0.022098603	-28.34169	0.6676349	0.009683292	0.1325	0.04088131638243794	0.012961162315675819	79.0	782.755877494812
75	891.04553	91.46023	1111.8639	747.132	265.6	243.72217	74.82801	288.8631	-7.4993315	304000	-3.5762787e-10	223.82576	-0.019720165	-14.600098	0.66100556	0.005873441	0.134	0.040734982565045354	0.011827714412092625	79.0	793.5889868736267
76	911.9394	139.8061	1189.4938	598.80524	271.0	248.42293	69.80553	289.27365	3.368147	308000	2.2649764e-09	665.21643	-0.01949109	-83.1391	0.65351784	0.0090310015	0.1505	0.03925918372347951	0.011272574554680578	79.0	804.7374658584595
77	881.8393	108.76261	1028.9816	700.5262	264.57144	246.64789	71.75943	290.12756	-1.4475574	312000	-8.3446505e-10	312.96265	-0.022410134	-32.107697	0.65099615	0.0043211957	0.1325	0.038051151763647796	0.014401613969360412	79.0	818.5065786838531
78	856.98254	80.251	980.32623	723.1128	255.33333	243.05595	73.48445	289.94516	4.031236	316000	-9.000301e-09	248.53471	-0.020411942	-27.035004	0.6361969	0.0037113144	0.122	0.03735475720837712	0.013500056166306536	79.0	829.9077389240265
79	904.38214	114.630066	1086.0402	692.5188	270.2857	246.84106	71.808586	289.1701	3.6908636	320000	8.225441e-09	276.08984	-0.018146563	-24.983856	0.63229424	0.0037755964	0.106	0.03574441094882786	0.012136582324116055	79.0	841.3532428741455
80	892.3526	106.22316	1084.3744	707.1139	266.85715	243.95229	74.92104	290.15323	2.6296334	324000	-1.180172e-08	247.1419	-0.022748569	-11.894287	0.6348034	0.011617132	0.16	0.03460147960111499	0.0135845892917092	79.0	852.6089544296265
81	914.4382	133.51698	1236.07	699.75116	272.7143	246.64787	73.34982	290.60413	0.96801805	328000	1.6391278e-08	299.73184	-0.023743737	-28.629456	0.62348664	0.008899741	0.14925	0.03285789894871414	0.011653689443559299	79.0	863.9470245838165
82	894.0003	126.219154	1286.1245	743.18634	264.26666	245.88591	74.705765	291.7997	1.1987104	332000	-3.3378602e-09	285.8729	-0.021375252	-17.749023	0.6220528	0.0066975076	0.14475	0.03440303106792271	0.013048584368012407	79.0	875.0851769447327
83	874.0804	60.21414	997.78503	750.9335	258.06668	246.1579	75.47995	292.42206	2.338491	336000	1.0251999e-08	207.14406	-0.021389415	-5.8817596	0.6124713	0.005297361	0.14025	0.03163514790125191	0.012382189120097718	79.0	886.225456237793
