Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	WM_LossMean	WM_LossStd	StopIter	Time
0	-1.5226903	3.3766482	12.480921	-11.3613615	14.891791	-0.017237432	0.22539696	0.58388644	-0.69579685	4000	1.6689301e-09	13.94875	-0.025243146	-6.872174	0.91893864	0.020130325	0.28025	10.85957440853119	4.510226126432601	4.0	9.427520990371704
1	1.6171542	4.0780945	17.509972	-6.6696396	17.268398	-2.1732965	0.92856604	2.9013247	-3.9803317	8000	-2.1457671e-09	12.241064	-0.028656531	-3.3373518	0.91775507	0.017226608	0.234	5.71586226940155	0.794347293031706	5.0	18.864412546157837
2	4.121998	5.484702	28.492004	-10.333676	21.021053	-0.44301167	0.8972425	2.3223221	-2.4412384	12000	1.1444092e-08	23.113804	-0.023934925	-5.951521	0.916882	0.015935963	0.19925	4.201366045475006	0.4390763769570662	5.0	28.225434064865112
3	11.524276	7.913838	35.57102	-1.2484967	30.496124	1.1778	1.804436	5.0070324	-4.8524547	16000	5.9604643e-10	44.633167	-0.01868233	-18.846178	0.9155511	0.016794458	0.25525	3.5048117661476135	0.3186352105268613	6.0	37.72526741027832
4	21.359571	15.549382	76.83639	-13.667866	45.87356	4.9203105	3.9212127	10.890456	-10.684999	20000	3.3378602e-09	106.342575	-0.01599557	-38.485207	0.91394305	0.015680924	0.2505	3.245677156448364	0.3123547758798141	9.0	47.168593883514404
5	31.736147	23.115276	134.20706	-15.113482	59.89394	8.411276	8.13748	18.901533	-18.304705	24000	6.3180923e-09	183.76895	-0.015722377	-46.449158	0.9113566	0.015211821	0.1585	3.0904891324043273	0.2818770122071084	7.0	56.59272360801697
6	78.03595	77.80091	324.3921	-2.7860768	95.268295	15.524523	11.307454	26.613703	-24.385592	28000	-9.536744e-10	1546.6422	-0.014408277	-487.23132	0.91017854	0.0155151095	0.20425	2.9186914944648743	0.2741795382357922	8.0	65.95824956893921
7	80.12378	62.34494	255.89862	4.9512553	121.70968	22.363508	20.545877	41.21942	-38.777275	32000	3.5762786e-09	964.8924	-0.012539209	-194.14331	0.9079031	0.016523374	0.23425	2.792781367301941	0.27907077313860884	7.0	75.48438143730164
8	172.61023	112.19687	410.38974	28.876747	165.83333	33.640278	19.869669	48.165337	-21.146984	36000	3.218651e-09	1883.7205	-0.040963035	-573.01196	0.90647036	0.01057094	0.19375	2.7498346090316774	0.26751039375446484	79.0	85.22882032394409
9	178.21423	102.85751	320.10184	11.434022	163.625	42.763493	25.469078	60.480408	-18.538446	40000	1.0609627e-08	1483.4344	-0.04218262	-300.98755	0.899124	0.015030312	0.20225	2.7636632895469666	0.26312615298067704	65.0	95.00724816322327
10	247.2161	83.6747	348.89038	53.057022	186.33333	56.82064	22.837595	68.25583	-16.344994	44000	-1.07288365e-08	1557.3397	-0.049629413	-383.88525	0.88587934	0.0118399	0.216	2.769238083362579	0.2656123385182084	79.0	106.83528447151184
11	260.5553	152.25444	746.3235	45.837986	215.44444	59.883194	29.155092	77.08963	-63.330986	48000	5.662441e-09	1524.6294	-0.047404885	-299.72534	0.8804028	0.01155474	0.24	2.7161025762557984	0.2525584505516749	79.0	119.3330910205841
12	302.3752	78.99943	517.11755	115.873	191.9	79.88943	12.176453	83.03448	-11.809208	52000	5.722046e-09	1494.4127	-0.010332263	-363.8562	0.876235	0.01717336	0.18675	2.618136637210846	0.24684077071709415	6.0	129.75864815711975
13	266.40784	111.43711	557.10767	67.73357	231.875	78.59819	26.91094	89.83458	-35.394463	56000	1.4305115e-09	1122.4043	-0.010417303	-269.42847	0.87519854	0.015553334	0.22225	2.533018658161163	0.25227936263189465	7.0	140.144953250885
14	226.64888	91.770615	376.99847	33.27931	229.52942	60.91476	36.089024	90.457016	-69.906235	60000	-4.2915342e-09	918.6526	-0.011307067	-153.06848	0.8745404	0.015638754	0.19325	2.4897302699089052	0.2431356637880689	7.0	150.72267246246338
15	354.04343	213.55101	837.98883	86.96057	296.84616	69.26297	28.960152	91.07213	-15.343836	64000	5.722046e-09	1389.6906	-0.04206862	-456.5351	0.87443256	0.015040406	0.187	2.460788753032684	0.23286037572810325	54.0	161.9791235923767
16	359.90222	138.43407	689.3625	122.04188	320.25	77.64392	31.424204	94.40608	-68.21199	68000	7.987023e-09	1041.4724	-0.04615534	-174.19165	0.87155694	0.011794212	0.23225	2.422891288995743	0.2655862998185489	79.0	172.19411325454712
17	355.65494	120.22074	661.5923	227.84802	270.07693	81.26339	26.546904	95.46127	-17.289486	72000	1.001358e-08	1018.5601	-0.011478775	-465.96863	0.8678792	0.017586283	0.188	2.369312645196915	0.2182291092443861	6.0	182.05331778526306
